street_number,actual_street_name,Suburb,lprice_diff,lrents_diff,lgroundrents_diff,d_1895,d_1896,d_1897,d_1898,d_1899,d_1900,d_1901,d_1902,d_1903,d_1904,d_1905,d_1906,d_1907,d_1908,d_1909,d_1910,d_1911,d_1912,d_1913,d_1914
74,MILTON ROAD,WALTHAMSTOW,0.083381609,0.060624622,,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
74,MILTON ROAD,WALTHAMSTOW,-0.090971778,,,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86,DEMPSEY STREET,STEPNEY,0.025317808,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,COMPTON TERRACE,ISLINGTON,0.437213806,0.485507816,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
129,NEW NORTH ROAD,HOXTON,-0.606135804,0.040821995,,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
306,HAYDON'S ROAD,WIMBLEDON,-0.040821995,0.223143551,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
38,ALMERIC ROAD,BATTERSEA,0.147157644,0.117783036,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47,ECCLESBOURNE ROAD,ISLINGTON,-0.033522692,-0.117783036,,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
47,KNOWLE ROAD,BRIXTON,0.093818755,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
64,HALLIFORD STREET,ISLINGTON,-0.182321557,0.087011377,,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,AMBERLEY ROAD,LEYTON,-0.105360516,,,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
118,EFFINGHAM ROAD,HARRINGAY,0.083381609,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124,TRAFALGAR ROAD,OLD KENT ROAD,0.049596941,0.060624622,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19,AVENUE ROAD,LEWISHAM,0.087011377,0.274436846,,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31,CAZENOVE ROAD,STOKE NEWINGTON,0.30271995,0.087011377,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43,COOMER ROAD,FULHAM,-0.223143551,0.36772478,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43,REEDHAM STREET,PECKHAM,-0.262364264,0.287682073,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
97,RIVERSDALE ROAD,HIGHBURY,-1.023388867,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,BOW ROAD,BOW,-0.064538521,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
55,CLAREMONT ROAD,FOREST GATE,-0.144934025,0.080042708,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,GREENWOOD ROAD,DALSTON,0.074107972,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,AUGUSTUS ROAD,SHEPHERD'S BUSH,0.054067221,0,-0.693147181,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
139,ASYLUM ROAD,PECKHAM,0.061875404,0.356674944,,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
157,SANDRINGHAM ROAD,DALSTON,0.027779564,0.16251893,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
188,HIGH STREET,PECKHAM,0.0104713,0,,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,LIDDON ROAD,PLAISTOW,-0.054067221,0.153572144,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,HUNTINGDON STREET,KINGSLAND,-0.024097552,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
456,KINGSLAND ROAD,KINGSLAND,-0.980829253,-0.143100844,,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
471,BATTERSEA PARK ROAD,BATTERSEA,0.115831816,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61,RUSHTON STREET,HOXTON,-0.053109825,0.485507816,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,LEINSTER STREET,HYDE PARK,0.129677823,0.050430854,-0.693147181,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,PLOUGH ROAD,BATTERSEA,-0.020619287,0.15415068,-0.15415068,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,HIGH STREET,ISLINGTON,-0.061693569,0,,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,WINSTON ROAD,STOKE NEWINGTON,-0.435318071,0.060624622,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
127,VICTORIA PARK ROAD,HACKNEY,-0.386772975,,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,LARKHALL RISE,CLAPHAM,-0.84729786,,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35,ARLINGTON SQUARE,ISLINGTON,-0.598836501,-0.136132174,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
40,WHITE HORSE LANE,STEPNEY,-0.202524264,0,,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41,LORDSHIP ROAD,STOKE NEWINGTON,-0.128832872,-0.117783036,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56,HIGH STREET,ISLINGTON,-0.117783036,0,,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18,ORCHARD STREET,ISLINGTON,-0.780158558,-0.223143551,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2,ALBERT STREET,REGENT'S PARK,0.935877865,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
213,GOLDHAWK ROAD,SHEPHERD'S BUSH,-0.169418152,-0.117783036,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,DEAN STREET,ISLINGTON,-0.860201265,0.201739643,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,PATSHULL ROAD,KENTISH TOWN,-0.324776197,0.040821995,2.079441542,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,PATSHULL ROAD,KENTISH TOWN,-0.199613054,0.040821995,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,ST. PAUL'S STREET,ISLINGTON,-0.630626824,0.234193388,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,NEW NORTH ROAD,HOXTON,-0.423483614,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
71,BERMONDSEY STREET,BERMONDSEY,-0.704197017,-0.223143551,,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11,AUGUSTUS ROAD,SHEPHERD'S BUSH,-0.251314428,0,2.302585093,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
384,BRIXTON ROAD,BRIXTON,-1.098612289,-0.080042708,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67,HIGHBURY NEW PARK,HIGHBURY,-0.578736829,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
116,JAMAICA ROAD,BERMONDSEY,-0.431782416,,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,WINDSOR ROAD,CAMBERWELL,-0.916290732,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14,TORRINGTON SQUARE,BLOOMSBURY,-0.619943777,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,COMPTON ROAD,CANONBURY,-0.583947889,0.146603474,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,TOLLINGTON PLACE,HOLLOWAY,-2.595254707,-0.171850257,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13,ESHER STREET,KENNINGTON,-0.693147181,0,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8,BANBURY ROAD,HACKNEY,-0.371563556,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
86,FERRIER STREET,WANDSWORTH,-0.133531393,0.143100844,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
150,PORTOBELLO ROAD,NOTTING HILL,-0.242561637,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,SPENCER ROAD,STOKE NEWINGTON,-0.559615788,-0.188383851,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,ARTESIAN ROAD,BAYSWATER,-0.352821375,-0.054067221,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56,MILE END ROAD,MILE END,-0.470003629,-0.223143551,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57,TRUMPINGTON ROAD,FOREST GATE,-0.645137961,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9,ALFRED PLACE,HAGGERSTON,-2.233592222,-0.438254931,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,COTTON STREET,POPLAR,-0.120144312,-0.055350095,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
31,POND STREET,HAMPSTEAD,-0.151549898,0.068992872,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
97,CARLTON ROAD,MILE END,-1.178654996,0.287682073,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,KING STREET,MARYLEBONE,-0.300104592,,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,CRYSTAL PALACE PARK ROAD,SYDENHAM,-1.648658626,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,MEDHURST ROAD,BETHNAL GREEN,-0.530628251,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,OXFORD ROAD,PUTNEY,1.455287233,-0.262364264,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
62,SOUTH HILL PARK,HAMPSTEAD,-0.365799852,,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,GROVE PASSAGE,HACKNEY,1.036091932,-0.649344558,,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,ACRE LANE,BRIXTON,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,SEYMOUR PLACE,MARYLEBONE,-0.313657559,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,OSBALDESTON ROAD,STOKE NEWINGTON,0.070204259,0.105360516,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,QUEEN'S ROAD,DALSTON,0.064538521,0.105360516,,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,SOMERFIELD ROAD,FINSBURY PARK,-0.048790164,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,SUTTON STREET,LAMBETH,-0.30830136,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,LANGDON ROAD,HOLLOWAY,0.194156014,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,PULFORD STREET,PIMLICO,0.345361184,,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,PULFORD STREET,PIMLICO,0.205599242,,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,SANDMERE ROAD,CLAPHAM,0.113328685,0.028170877,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,DAMES ROAD,FOREST GATE,0.059719235,,,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,FOREST ROAD,DALSTON,0.148845628,0.068992872,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,WELLS STREET,GRAY'S INN ROAD,-0.340604474,-1.704748092,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
147,SOUTHGATE ROAD,DE BEAUVOIR TOWN,-0.011834458,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,HEATH STREET,STEPNEY,0.152191815,,,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
56,COTTON STREET,POPLAR,0.074901308,,,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
58,GOLD STREET,STEPNEY,0,,,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62,FURLEY STREET,PECKHAM,0.218689201,0.15415068,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89,BOLLO BRIDGE ROAD,ACTON,-0.25489225,,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,LUBECK STREET,BATTERSEA,0.198450939,0.074107972,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11,BARRINGTON ROAD,BRIXTON,-0.184571277,0.182321557,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,KENNINGTON PARK ROAD,KENNINGTON,0.478035801,0,,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,SOUTHEY ROAD,WIMBLEDON,0.056089467,0,,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28,LINDORE ROAD,BATTERSEA,-0.146603474,0.356674944,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33,WINSTANLEY ROAD,BATTERSEA,0.072320662,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35,LORN ROAD,BRIXTON,0.258861634,,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36,LEIGHAM VALE,STREATHAM,-0.200670695,0.117783036,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
41,PROSPECT HILL,WALTHAMSTOW,0.277631737,,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
48,VICTORIA ROAD,CLAPHAM,0.068992872,,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,WARWICK SQUARE,PIMLICO,0.114603383,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59,PARK STREET,STOKE NEWINGTON,0.284104251,0.111225635,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9,ALEXANDRA GROVE,FINCHLEY,-0.202940844,0.080042708,,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10,ALEXANDRA ROAD,FINSBURY PARK,0.033152207,,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12,PATIENCE ROAD,BATTERSEA,0.214409871,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,FIELDING ROAD,KENSINGTON,0.459532329,0.200670696,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15,GROSVENOR ROAD,CANONBURY,0.106380404,0.09531018,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,SEVERUS ROAD,BATTERSEA,0.051293294,,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
234,LADBROKE GROVE,NOTTING HILL,0.174353387,0.644357016,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
288,UXBRIDGE ROAD,EALING,0.693147181,0.182321557,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,HIGHBURY NEW PARK,HIGHBURY,0.252702354,,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,MILLWOOD STREET,KENSINGTON,-0.018018506,-0.027398974,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
325,LADBROKE GROVE,NOTTING HILL,0.344840486,0.750067471,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60,FULLERTON ROAD,WANDSWORTH,-0.024692613,0.41078427,,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
67,ST. AGNES PLACE,KENNINGTON,-0.073203404,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13,ASHBY ROAD,CANONBURY,-0.192903666,0.182321557,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,BLOMFIELD ROAD,MAIDA VALE,0.678441033,,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37,GLOUCESTER ROAD,FINSBURY PARK,0.137021798,,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44,PULROSS ROAD,BRIXTON,0.068992872,0.262364265,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64,CASTLE ROAD,KENTISH TOWN,-0.028987537,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2,HYNDMAN STREET,OLD KENT ROAD,-0.051293294,0.117783036,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24,CANONBURY SQUARE,CANONBURY,0.342944751,0.287682073,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,KELLETT ROAD,BRIXTON,-0.133531393,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28,KELLETT ROAD,BRIXTON,0.067139303,,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30,CLARENDON STREET,CAMBERWELL,0,0.169899037,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
41,BOLSOVER STREET,MARYLEBONE,-0.395895657,0,,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42,GLOUCESTER STREET,PIMLICO,-0.297251523,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
45,MARTIN STREET,STRATFORD,0.756862995,0.182321557,,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51,LANSDOWNE ROAD,NOTTING HILL,-0.061557893,-0.064538521,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
608,HIGH ROAD,LEYTONSTONE,-0.15415068,0,,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8,LEOPOLD STREET,VAUXHALL,0.344840486,,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12,WELLS STREET,GRAY'S INN ROAD,0.038221213,0.090971778,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26,PEMBURY ROAD,CLAPTON,-0.291520849,,,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29,YORK TERRACE,REGENT'S PARK,-0.223143551,0.089231134,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36,LEIGHAM VALE,STREATHAM,-0.046520016,0.171850257,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37,CUMBERLAND STREET,PIMLICO,-0.247562079,,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,HIGH STREET,POPLAR,-0.304211374,0.223143551,,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,NORTHWAY ROAD,CAMBERWELL,-0.196710294,,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,HIGHBURY NEW PARK,HIGHBURY,-0.646627165,,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10,STANNARD ROAD,DALSTON,-0.144581229,2.014903021,,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
119,MALMESBURY ROAD,BOW,-0.373204246,0.068992872,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12,BOLTON ROAD,ST. JOHN'S WOOD,-0.158224005,,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
230,FORT ROAD,BERMONDSEY,-0.127833372,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16,CLEVELAND STREET,MARYLEBONE,1.084626047,0.200670696,,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,CORNWALL STREET,PIMLICO,-0.202940844,,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13,ENID STREET,BERMONDSEY,-1.412727618,0.080042708,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,ROYAL STREET,LAMBETH,-0.553385238,0.024692613,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
67,HIGHBURY NEW PARK,HIGHBURY,-0.396415273,,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
198,MARE STREET,HACKNEY,-0.114410351,1.234224848,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29,SEVERUS ROAD,BATTERSEA,-0.693147181,0.374842248,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24,CHESILTON ROAD,FULHAM,-0.173663494,0.051293294,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,ST. PAUL'S ROAD,CANONBURY,-0.803148076,-0.200670695,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
57,ST. PETER'S STREET,ISLINGTON,-0.810930216,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
77,HIGHBURY QUADRANT,HIGHBURY,-0.68117099,,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
79,SYDNEY ROAD,HORNSEY,-0.489548225,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15,SANDALL ROAD,CAMDEN TOWN,-0.514455392,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
181,WARDOUR STREET,SOHO,,0,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,QUEEN'S TERRACE,ST. JOHN'S WOOD,-1.466337069,0.254642218,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
348,KENNINGTON ROAD,KENNINGTON,-0.814508038,-0.287682072,,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,ROSMEAD ROAD,NOTTING HILL,-0.276986783,0.09531018,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5,RICARDO STREET,POPLAR,-1.252762968,0.15415068,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
42,GLOUCESTER STREET,PIMLICO,-1.252762968,-0.207639365,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,BALMER ROAD,BOW,-0.669049629,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,CESTER STREET,HAGGERSTON,-0.230523659,,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
148,TURNER'S ROAD,BOW,0.044451763,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
178,KENTISH TOWN ROAD,KENTISH TOWN,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,HASSARD STREET,HACKNEY,-0.123613956,,,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
